,No,StyleBookID,main_url,mainID,top1,top2,bottom,accessory1,accessory2
854,855,2022121261606617,https://image.obdesign.com.tw/catalog/products/BA7008/BA7008@1.jpg,BA7008,EA3458,AB17364,BA7008,,
855,856,2022121266040540,https://image.obdesign.com.tw/catalog/products/AB17955/AB17955@1.jpg,AB17955,AB17955,AB17139,BA7030,,
856,857,2022121272742117,https://image.obdesign.com.tw/catalog/products/FA2663/FA2663@1.jpg,FA2663,FA2663,,BA7019,,
857,858,2022121277382831,https://image.obdesign.com.tw/catalog/products/AB18017/AB18017@1.jpg,AB18017,AB18017,EA3297,BA3057,,
858,859,2022121279618321,https://image.obdesign.com.tw/catalog/products/AB17937/AB17937@1.jpg,AB17937,AB17937,,KG1053,,
859,860,2022121282665690,https://image.obdesign.com.tw/catalog/products/DA9500/DA9500@1.jpg,DA9500,,,DA9500,,
860,861,2022121286508567,https://image.obdesign.com.tw/catalog/products/EA3484/EA3484@1.jpg,EA3484,EA3484,,,,
861,862,2022121290419015,https://image.obdesign.com.tw/catalog/products/EA3475/EA3475@1.jpg,EA3475,EA3475,,,,
862,863,2022121295138183,https://image.obdesign.com.tw/catalog/products/AB18150/AB18150@1.jpg,AB18150,AB18150,,KS1053,,
863,864,2022121297790509,https://image.obdesign.com.tw/catalog/products/AB18022/AB18022@1.jpg,AB18022,AB18022,EA3442,CA2632,ZC2685,
864,865,2022121299105809,https://image.obdesign.com.tw/catalog/products/AB18054/AB18054@1.jpg,AB18054,AB18054,EA3479,,,
865,866,2022121303256139,https://image.obdesign.com.tw/catalog/products/AB18077/AB18077@1.jpg,AB18077,AB18077,EA3441,KS1053,,
866,867,2022121309771171,https://image.obdesign.com.tw/catalog/products/AB18215/AB18215@1.jpg,AB18215,AB18215,,BA7019,,
867,868,2022121311070342,https://image.obdesign.com.tw/catalog/products/CA2708/CA2708@1.jpg,CA2708,AB18086,,CA2708,,
868,869,2022121316610565,https://image.obdesign.com.tw/catalog/products/CA2701/CA2701@1.jpg,CA2701,AB18088,,CA2701,,
869,870,2022121321230708,https://image.obdesign.com.tw/catalog/products/AB18106/AB18106@1.jpg,AB18106,AB18106,,BA6438,,
870,871,2022121332277195,https://image.obdesign.com.tw/catalog/products/AB18133/AB18133@1.jpg,AB18133,AB18133,,BA7124,,
871,872,2022121335944234,https://image.obdesign.com.tw/catalog/products/CA2703/CA2703@1.jpg,CA2703,AB17570,,CA2703,,
872,873,2022121347321529,https://image.obdesign.com.tw/catalog/products/AB17990/AB17990@1.jpg,AB17990,AB17990,,BA7019,,
873,874,2022121352048485,https://image.obdesign.com.tw/catalog/products/AB18119/AB18119@1.jpg,AB18119,AB18119,,BA7124,,
874,875,2022121355496854,https://image.obdesign.com.tw/catalog/products/AB18013/AB18013@1.jpg,AB18013,AB18013,EA3441,KS1053,,
875,876,2022121376355729,https://image.obdesign.com.tw/catalog/products/AB18138/AB18138@1.jpg,AB18138,AB18138,,BA5220,,
876,877,2022121400587472,https://image.obdesign.com.tw/catalog/products/AB18094/AB18094@1.jpg,AB18094,AB18094,,,,
877,878,2022121427917473,https://image.obdesign.com.tw/catalog/products/DA9571/DA9571@1.jpg,DA9571,,,DA9571,,
878,879,2022121445526685,https://image.obdesign.com.tw/catalog/products/AB18280/AB18280@1.jpg,AB18280,AB18280,EA3392,BA6984,,
879,880,2022121461021809,https://image.obdesign.com.tw/catalog/products/BA6991/BA6991@1.jpg,BA6991,AB18281,EA0941,BA6991,,
880,881,2022121466174189,https://image.obdesign.com.tw/catalog/products/AB18151/AB18151@1.jpg,AB18151,AB18151,,BA6858,,
881,882,2022121468534038,https://image.obdesign.com.tw/catalog/products/DA9562/DA9562@1.jpg,DA9562,EA3367,,DA9562,,
882,883,2022121469311666,https://image.obdesign.com.tw/catalog/products/EA3479/EA3479@1.jpg,EA3479,EA3479,AB17838,BA6934,,
883,884,2022121475733557,https://image.obdesign.com.tw/catalog/products/DA9549/DA9549@1.jpg,DA9549,,,DA9549,,
884,885,2022121496445246,https://image.obdesign.com.tw/catalog/products/AB17975/AB17975@1.jpg,AB17975,AB17975,,CA1250,,
885,886,2022121499021695,https://image.obdesign.com.tw/catalog/products/AB18074/AB18074@1.jpg,AB18074,AB18074,,,,
886,887,2022121510918168,https://image.obdesign.com.tw/catalog/products/DA9564/DA9564@1.jpg,DA9564,,,DA9564,ZC2827,
887,888,2022121517084120,https://image.obdesign.com.tw/catalog/products/DA9516/DA9516@1.jpg,DA9516,AB17557,,DA9516,,
888,889,2022121531883279,https://image.obdesign.com.tw/catalog/products/BA6855/BA6855@1.jpg,BA6855,,,BA6855,,
889,890,2022121542729003,https://image.obdesign.com.tw/catalog/products/BA7028/BA7028@1.jpg,BA7028,AB17557,EA3376,BA7028,,
890,891,2022121543277001,https://image.obdesign.com.tw/catalog/products/AB18108/AB18108@1.jpg,AB18108,AB18108,AB17557,CA2714,,
891,892,2022121543277001,https://image.obdesign.com.tw/catalog/products/CA2714/CA2714@1.jpg,CA2714,AB17557,AB18108,CA2714,,
892,893,2022121548403178,https://image.obdesign.com.tw/catalog/products/AB17908/AB17908@1.jpg,AB17908,AB17908,,BA6961,,
893,894,2022121552217618,https://image.obdesign.com.tw/catalog/products/EA3430/EA3430@1.jpg,EA3430,EA3430,FA2605,,,
894,895,2022121567852111,https://image.obdesign.com.tw/catalog/products/AB18099/AB18099@1.jpg,AB18099,AB18099,,BA6622,,
895,896,2022121572088060,https://image.obdesign.com.tw/catalog/products/DA9578/DA9578@1.jpg,DA9578,,,DA9578,,
896,897,2022121572270730,https://image.obdesign.com.tw/catalog/products/FA2592/FA2592@1.jpg,FA2592,FA2592,,BA6855,,
897,898,2022121590438107,https://image.obdesign.com.tw/catalog/products/AB18146/AB18146@1.jpg,AB18146,AB18146,,,,
898,899,2022121596932959,https://image.obdesign.com.tw/catalog/products/AB18147/AB18147@1.jpg,AB18147,AB18147,,BA6622,,
899,900,2022121602403889,https://image.obdesign.com.tw/catalog/products/FA2677/FA2677@1.jpg,FA2677,FA2677,,,YA415,
900,901,2022122804519075,https://image.obdesign.com.tw/catalog/products/DA9519/DA9519@1.jpg,DA9519,EA3367,AB16300,DA9519,,
901,902,2022122809075599,https://image.obdesign.com.tw/catalog/products/EA3473/EA3473@1.jpg,EA3473,EA3473,,BA6428,ZC2814,YA438
902,903,2022122810292996,https://image.obdesign.com.tw/catalog/products/AB18174/AB18174@1.jpg,AB18174,AB18174,,BA5244,ZC2814,
903,904,2022122813212876,https://image.obdesign.com.tw/catalog/products/AB18185/AB18185@1.jpg,AB18185,AB18185,,,ZC2814,
904,905,2022122828611512,https://image.obdesign.com.tw/catalog/products/AB18224/AB18224@1.jpg,AB18224,AB18224,FA2660,BA6235,ZC2814,
905,906,2022122840667422,https://image.obdesign.com.tw/catalog/products/DA9579/DA9579@1.jpg,DA9579,AB18187,,DA9579,,
906,907,2022122842010702,https://image.obdesign.com.tw/catalog/products/AB18237/AB18237@1.jpg,AB18237,AB18237,FA2660,BA7039,ZC2814,
907,908,2022122842650034,https://image.obdesign.com.tw/catalog/products/AB18200/AB18200@1.jpg,AB18200,AB18200,,CA2716,ZC2814,
908,909,2022122843921225,https://image.obdesign.com.tw/catalog/products/BA7039/BA7039@1.jpg,BA7039,AB18185,,BA7039,ZC2814,
909,910,2022122846556404,https://image.obdesign.com.tw/catalog/products/DA9601/DA9601@1.jpg,DA9601,,,DA9601,ZC2814,
910,911,2022122849510682,https://image.obdesign.com.tw/catalog/products/AB16769/AB16769@1.jpg,AB16769,AB16769,,BA4886,,
911,912,2022122850344718,https://image.obdesign.com.tw/catalog/products/AB16809/AB16809@1.jpg,AB16809,AB16809,,BA6425,ZC2814,
912,913,2022122854721110,https://image.obdesign.com.tw/catalog/products/FA2720/FA2720@1.jpg,FA2720,FA2720,,BA5244,,
913,914,2022122859622870,https://image.obdesign.com.tw/catalog/products/DA9105/DA9105@1.jpg,DA9105,,,DA9105,ZC2814,YA437
914,915,2022122861229789,https://image.obdesign.com.tw/catalog/products/AB18234/AB18234@1.jpg,AB18234,AB18234,AB17364,,ZC2814,
915,916,2022122862032888,https://image.obdesign.com.tw/catalog/products/AB18154/AB18154@1.jpg,AB18154,AB18154,,CA2716,,
916,917,2022122879063243,https://image.obdesign.com.tw/catalog/products/AB18187/AB18187@1.jpg,AB18187,AB18187,EA3377,,YA438,
917,918,2022122895173770,https://image.obdesign.com.tw/catalog/products/AB18227/AB18227@1.jpg,AB18227,AB18227,,,ZC2814,
918,919,2023011106496944,https://image.obdesign.com.tw/catalog/products/AB18062/AB18062@1.jpg,AB18062,AB18062,,,,
919,920,2023011107181801,https://image.obdesign.com.tw/catalog/products/EA3456/EA3456@1.jpg,EA3456,EA3456,AB18157,CA2707,,
920,921,2023011114204068,https://image.obdesign.com.tw/catalog/products/AB18075/AB18075@1.jpg,AB18075,AB18075,,BA6428,,
921,922,2023011117935429,https://image.obdesign.com.tw/catalog/products/AB17987/AB17987@1.jpg,AB17987,AB17987,,,,
922,923,2023011132787873,https://image.obdesign.com.tw/catalog/products/BA7038/BA7038@1.jpg,BA7038,AB18065,,BA7038,,
923,924,2023011139724690,https://image.obdesign.com.tw/catalog/products/AB18011/AB18011@1.jpg,AB18011,AB18011,,CA2707,,
924,925,2023011139724690,https://image.obdesign.com.tw/catalog/products/CA2707/CA2707@1.jpg,CA2707,AB18011,,CA2707,,
925,926,2023011153020649,https://image.obdesign.com.tw/catalog/products/AB18204/AB18204@1.jpg,AB18204,AB18204,AB18061,,,
926,927,2023011155920833,https://image.obdesign.com.tw/catalog/products/AB18012/AB18012@1.jpg,AB18012,AB18012,,BA6428,,
927,928,2023011155932261,https://image.obdesign.com.tw/catalog/products/DA9587/DA9587@1.jpg,DA9587,,,DA9587,,
928,929,2023011174305290,https://image.obdesign.com.tw/catalog/products/DA9544/DA9544@1.jpg,DA9544,EA3458,,DA9544,,
929,930,2023011177020425,https://image.obdesign.com.tw/catalog/products/AB18293/AB18293@1.jpg,AB18293,AB18293,AB18059,,,
930,931,2023011183647892,https://image.obdesign.com.tw/catalog/products/AB18061/AB18061@1.jpg,AB18061,AB18061,FA2742,BA7019,,
931,932,2023011190073658,https://image.obdesign.com.tw/catalog/products/AB18059/AB18059@1.jpg,AB18059,AB18059,,BA7019,,
932,933,2023011194818863,https://image.obdesign.com.tw/catalog/products/AB18157/AB18157@1.jpg,AB18157,AB18157,AB18293,,,
933,934,2023011204650797,https://image.obdesign.com.tw/catalog/products/AB18019/AB18019@1.jpg,AB18019,AB18019,,BA6889,,
934,935,2023011219447048,https://image.obdesign.com.tw/catalog/products/BA6969/BA6969@1.jpg,BA6969,AB17987,,BA6969,,
935,936,2023011225571143,https://image.obdesign.com.tw/catalog/products/AB17801/AB17801@1.jpg,AB17801,AB17801,,,,
936,937,2023011231403201,https://image.obdesign.com.tw/catalog/products/AB18065/AB18065@1.jpg,AB18065,AB18065,,BA6889,,
937,938,2023011241461332,https://image.obdesign.com.tw/catalog/products/AB18175/AB18175@1.jpg,AB18175,AB18175,,BA4930,,
938,939,2023011251262100,https://image.obdesign.com.tw/catalog/products/AB17512/AB17512@1.jpg,AB17512,AB17512,AB17139,BA7019,,
939,940,2023011270820528,https://image.obdesign.com.tw/catalog/products/FA2742/FA2742@1.jpg,FA2742,FA2742,,BA6889,,
940,941,2023011308500762,https://image.obdesign.com.tw/catalog/products/AB16833/AB16833@1.jpg,AB16833,AB16833,,BA7062,,
941,942,2023011308889072,https://image.obdesign.com.tw/catalog/products/DA9605/DA9605@1.jpg,DA9605,AB18194,,DA9605,,
942,943,2023011314220308,https://image.obdesign.com.tw/catalog/products/BA7022/BA7022@1.jpg,BA7022,AB18194,,BA7022,,
943,944,2023011316318284,https://image.obdesign.com.tw/catalog/products/BA7033/BA7033@1.jpg,BA7033,AB12426,,BA7033,,
944,945,2023011317399747,https://image.obdesign.com.tw/catalog/products/AB16748/AB16748@1.jpg,AB16748,AB16748,,CA2413,,
945,946,2023011321974316,https://image.obdesign.com.tw/catalog/products/BA6599/BA6599@1.jpg,BA6599,AB18163,,BA6599,,
946,947,2023011329894149,https://image.obdesign.com.tw/catalog/products/FA2717/FA2717@1.jpg,FA2717,FA2717,,BA7066,,
947,948,2023011338693844,https://image.obdesign.com.tw/catalog/products/AB18194/AB18194@1.jpg,AB18194,AB18194,,BA2487,,
948,949,2023011339738344,https://image.obdesign.com.tw/catalog/products/DA9566/DA9566@1.jpg,DA9566,FA2713,,DA9566,,
949,950,2023011351227918,https://image.obdesign.com.tw/catalog/products/AB18145/AB18145@1.jpg,AB18145,AB18145,,BA6683,,
950,951,2023011358417970,https://image.obdesign.com.tw/catalog/products/AB18246/AB18246@1.jpg,AB18246,AB18246,,BA5244,,
951,952,2023011368335329,https://image.obdesign.com.tw/catalog/products/AB18219/AB18219@1.jpg,AB18219,AB18219,,,,
952,953,2023011369047220,https://image.obdesign.com.tw/catalog/products/BA7065/BA7065@1.jpg,BA7065,AB17379,AB18008,BA7065,,
953,954,2023011370711543,https://image.obdesign.com.tw/catalog/products/AB18255/AB18255@1.jpg,AB18255,AB18255,,CA2364,,
954,955,2023011376187122,https://image.obdesign.com.tw/catalog/products/DA9614/DA9614@1.jpg,DA9614,,,DA9614,,
955,956,2023011377806945,https://image.obdesign.com.tw/catalog/products/AB18208/AB18208@1.jpg,AB18208,AB18208,,BA6622,,
956,957,2023011389415363,https://image.obdesign.com.tw/catalog/products/AB18235/AB18235@1.jpg,AB18235,AB18235,,BA6295,,
957,958,2023011389979006,https://image.obdesign.com.tw/catalog/products/AB18232/AB18232@1.jpg,AB18232,AB18232,,CA2364,,
958,959,2023011393875147,https://image.obdesign.com.tw/catalog/products/BA7066/BA7066@1.jpg,BA7066,,,BA7066,,
959,960,2023011394229526,https://image.obdesign.com.tw/catalog/products/AB18253/AB18253@1.jpg,AB18253,AB18253,,BA4886,,
960,961,2023011398681933,https://image.obdesign.com.tw/catalog/products/FA2741/FA2741@1.jpg,FA2741,FA2741,,CA2744,,
961,962,2023011398995021,https://image.obdesign.com.tw/catalog/products/BA7020/BA7020@1.jpg,BA7020,FA2740,EA3465,BA7020,YA441,
962,963,2023011915661699,https://image.obdesign.com.tw/catalog/products/AB16997/AB16997@1.jpg,AB16997,AB16997,FA2660,BA6870,,
963,964,2023011926418918,https://image.obdesign.com.tw/catalog/products/BA7042/BA7042@1.jpg,BA7042,AB18111,,BA7042,,
964,965,2023011937208624,https://image.obdesign.com.tw/catalog/products/AB18171/AB18171@1.jpg,AB18171,AB18171,,BA7042,,
965,966,2023011939276121,https://image.obdesign.com.tw/catalog/products/AB17731/AB17731@1.jpg,AB17731,AB17731,,BA4172,,
966,967,2023011973773830,https://image.obdesign.com.tw/catalog/products/BA7047/BA7047@1.jpg,BA7047,AB17139,FA2726,BA7047,,
967,968,2023011989578178,https://image.obdesign.com.tw/catalog/products/AB17994/AB17994@1.jpg,AB17994,AB17994,AB16007,BA6942,,
968,969,2023011996876585,https://image.obdesign.com.tw/catalog/products/EA3471/EA3471@1.jpg,EA3471,EA3471,AB18172,BA6742,,
969,970,2023020118295157,https://image.obdesign.com.tw/catalog/products/CA2726/CA2726@1.jpg,CA2726,AB18169,,CA2726,,
970,971,2023020122226782,https://image.obdesign.com.tw/catalog/products/FA2712/FA2712@1.jpg,FA2712,FA2712,,BA6870,,
971,972,2023020127301110,https://image.obdesign.com.tw/catalog/products/AB18225/AB18225@1.jpg,AB18225,AB18225,,CA2717,,
972,973,2023020137270318,https://image.obdesign.com.tw/catalog/products/YA433/YA433@1.jpg,YA433,AB18291,,BA5456,YA433,
973,974,2023020157096866,https://image.obdesign.com.tw/catalog/products/AB18182/AB18182@1.jpg,AB18182,AB18182,,,,
974,975,2023020158334707,https://image.obdesign.com.tw/catalog/products/AB18231/AB18231@1.jpg,AB18231,AB18231,,BA6862,,
975,976,2023020159088105,https://image.obdesign.com.tw/catalog/products/FA2723/FA2723@1.jpg,FA2723,FA2723,,,,
976,977,2023020179859862,https://image.obdesign.com.tw/catalog/products/FA2694/FA2694@1.jpg,FA2694,FA2694,FA2713,,YA444,
977,978,2023020181884514,https://image.obdesign.com.tw/catalog/products/AB18140/AB18140@1.jpg,AB18140,AB18140,GA539,BA7094,,
978,979,2023020184695141,https://image.obdesign.com.tw/catalog/products/DA9537/DA9537@1.jpg,DA9537,,,DA9537,,
979,980,2023020212660520,https://image.obdesign.com.tw/catalog/products/AB16825/AB16825@1.jpg,AB16825,AB16825,,,,
980,981,2023020216130797,https://image.obdesign.com.tw/catalog/products/FA2738/FA2738@1.jpg,FA2738,FA2738,,BA7071,,
981,982,2023020222588221,https://image.obdesign.com.tw/catalog/products/BA7108/BA7108@1.jpg,BA7108,AB18008,,BA7108,,
982,983,2023020222709155,https://image.obdesign.com.tw/catalog/products/FA2719/FA2719@1.jpg,FA2719,FA2719,,BA7076,YA449,
983,984,2023020225148304,https://image.obdesign.com.tw/catalog/products/CA2742/CA2742@1.jpg,CA2742,,,CA2742,YA439,
984,985,2023020241040425,https://image.obdesign.com.tw/catalog/products/AB18173/AB18173@1.jpg,AB18173,AB18173,,CA2579,YA439,
985,986,2023020241392999,https://image.obdesign.com.tw/catalog/products/FA2718/FA2718@1.jpg,FA2718,FA2718,,CA2596,,
986,987,2023020249396829,https://image.obdesign.com.tw/catalog/products/BA7045/BA7045@1.jpg,BA7045,AB18194,,KG1142,,
987,988,2023020269472317,https://image.obdesign.com.tw/catalog/products/BA7089/BA7089@1.jpg,BA7089,AB18209,,BA7089,YA439,
988,989,2023020269472317,https://image.obdesign.com.tw/catalog/products/AB18209/AB18209@1.jpg,AB18209,AB18209,,BA7089,YA439,
989,990,2023020277997893,https://image.obdesign.com.tw/catalog/products/DA9588/DA9588@1.jpg,DA9588,,,DA9588,,
990,991,2023020281091415,https://image.obdesign.com.tw/catalog/products/ZC2830/ZC2830@1.jpg,ZC2830,EA3376,,DA9631,ZC2830,
991,992,2023020428628527,https://image.obdesign.com.tw/catalog/products/AB16768/AB16768@1.jpg,AB16768,AB16768,,,YA439,
992,993,2023021404993978,https://image.obdesign.com.tw/catalog/products/AB18233/AB18233@1.jpg,AB18233,AB18233,,CA2730,,
993,994,2023021404993978,https://image.obdesign.com.tw/catalog/products/CA2730/CA2730@1.jpg,CA2730,AB18233,,CA2730,,
994,995,2023021442163236,https://image.obdesign.com.tw/catalog/products/AB18217/AB18217@1.jpg,AB18217,AB18217,EA3404,CA2712,,
995,996,2023021485914475,https://image.obdesign.com.tw/catalog/products/DA9628/DA9628@1.jpg,DA9628,EA3356,,DA9628,,
996,997,2023021554773004,https://image.obdesign.com.tw/catalog/products/AB18262/AB18262@1.jpg,AB18262,AB18262,,BA2161,,
997,998,2023021569410653,https://image.obdesign.com.tw/catalog/products/BA7076/BA7076@1.jpg,BA7076,AB18262,AB18236,BA7076,,
998,999,2023021812757110,https://image.obdesign.com.tw/catalog/products/AB18142/AB18142@1.jpg,AB18142,AB18142,,CA2738,,
999,1000,2023021829711889,https://image.obdesign.com.tw/catalog/products/AB18348/AB18348@1.jpg,AB18348,AB18348,,BA7094,,
1000,1001,2023021873293818,https://image.obdesign.com.tw/catalog/products/AB18163/AB18163@1.jpg,AB18163,AB18163,,BA6428,,
1001,1002,2023021876920172,https://image.obdesign.com.tw/catalog/products/DA9633/DA9633@1.jpg,DA9633,,,DA9633,ZC2936,
1002,1003,2023022406721641,https://image.obdesign.com.tw/catalog/products/KL1532/KL1532@1.jpg,KL1532,,,KL1528,,
1003,1004,2023022414798624,https://image.obdesign.com.tw/catalog/products/KL1554/KL1554@1.jpg,KL1554,,,KL1099,,
1004,1005,2023022417493001,https://image.obdesign.com.tw/catalog/products/KL1529/KL1529@1.jpg,KL1529,,,KL1260,,
1005,1006,2023022427596023,https://image.obdesign.com.tw/catalog/products/KL1564/KL1564@1.jpg,KL1564,,,KL1549,,
1006,1007,2023022429636634,https://image.obdesign.com.tw/catalog/products/KL1534/KL1534@1.jpg,KL1534,AB18236,,KL1534,,
1007,1008,2023022431936073,https://image.obdesign.com.tw/catalog/products/KL1252/KL1252@1.jpg,KL1252,,,KL1258,,
1008,1009,2023022445364862,https://image.obdesign.com.tw/catalog/products/KL1562/KL1562@1.jpg,KL1562,,,KL1530,,
1009,1010,2023022445834758,https://image.obdesign.com.tw/catalog/products/KL1294/KL1294@1.jpg,KL1294,AB18236,,KL1554,,
1010,1011,2023022446481313,https://image.obdesign.com.tw/catalog/products/KL1552/KL1552@1.jpg,KL1552,,,KL1537,,
1011,1012,2023022470700228,https://image.obdesign.com.tw/catalog/products/KL1530/KL1530@1.jpg,KL1530,,,KL1266,,
1012,1013,2023022483036153,https://image.obdesign.com.tw/catalog/products/KL1537/KL1537@1.jpg,KL1537,,,KL1099,,
1013,1014,2023022488876633,https://image.obdesign.com.tw/catalog/products/KL1527/KL1527@1.jpg,KL1527,,,KL1259,,
1014,1015,2023030166450791,https://image.obdesign.com.tw/catalog/products/CA1210/CA1210@1.jpg,CA1210,AB18386,,CA1210,,
1015,1016,2023030841700513,https://image.obdesign.com.tw/catalog/products/FA2730/FA2730@1.jpg,FA2730,FA2730,,,,
1016,1017,2023030844540006,https://image.obdesign.com.tw/catalog/products/AB18348/AB18348@1.jpg,AB18348,AB18348,,BA7080,,
1017,1018,2023030859614468,https://image.obdesign.com.tw/catalog/products/AB18353/AB18353@1.jpg,AB18353,AB18353,,,,
1018,1019,2023030887293911,https://image.obdesign.com.tw/catalog/products/AB18268/AB18268@1.jpg,AB18268,AB18268,,CA2576,,
1019,1020,2023030896191696,https://image.obdesign.com.tw/catalog/products/BA7080/BA7080@1.jpg,BA7080,FA2715,,BA7080,,
